song, acoustic, dance, energy, inst, loud, speech, valence, tempo, bassmusic, breakbeat, disco, downtempo, dnb, erock, jungle, hardcore, hardstyle, hauntology, hip hop fusion, trap, house, industrial, techno, trance, uk garage
6v2htzfSp1OLprdmiruRWg,0.68,0.858,0.249,0.477,-9.072,0.087,0.931,144.945,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3EA4HwrlLdDJ3b4cX7JfqC,0.00768,0.611,0.742,0.831,-7.402,0.0445,0.343,103.039,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6mW2IiQDrp66AUjCsRu6Kg,0.493,0.771,0.448,0.708,-9.513,0.0446,0.0364,99.994,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20Y5XZkFEJ7hEFPQq611vZ,0.321,0.493,0.714,0.842,-10.267,0.0715,0.0561,114.002,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4xmkYAdkrSfZlB3boMZW8V,0.0124,0.708,0.514,0.301,-6.97,0.245,0.28,190.068,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4qll3wRtSGgLmpj7liqNEr,0.505,0.723,0.419,0.644,-5.672,0.0341,0.224,88.021,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0z3PfcM1CStQ1enRVO3748,0.765,0.564,0.283,0.92,-14.31,0.0253,0.2,101.972,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7mb8p8MJ6zZUgu7b0mKDel,0.604,0.648,0.582,0.253,-9.687,0.0464,0.361,144.998,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7nDufsvzemiifuugvyVrk3,0.258,0.7,0.515,0.48,-8.251,0.0989,0.371,142.948,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4J3O6xHtIc2xRynvFGKJPn,0.0225,0.73,0.757,0.861,-6.345,0.0402,0.536,94.006,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5U9bOxDLTuvHjKqtD3m0Ro,0.953,0.662,0.0781,0.848,-12.614,0.0851,0.0599,96.136,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7pfG4tSlLiJCXFCHXpr5os,0.000203,0.528,0.8,0.924,-5.844,0.0363,0.382,88.007,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5cRDn5aGMLvWsldoRmOOz0,0.0355,0.544,0.942,0.435,-2.552,0.0464,0.303,173.97,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0Rww3ql3uRmzTvLOVBFlpn,0.0819,0.454,0.977,0.00463,-0.945,0.069,0.311,173.797,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0E0kfeUYrxB9mlv5vOSKU7,0.0203,0.559,0.884,0.00677,-2.864,0.421,0.607,175.203,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1bKLxdg9QOkwcOy3PYv7Fk,0.0363,0.514,0.956,0.0759,-0.846,0.0297,0.489,173.955,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4dkRgyXF4JAqAjknCjuRbX,0.0619,0.652,0.908,0.00232,-4.796,0.0913,0.557,87.453,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
507UUx311ghfFTMSuHUeyS,0.133,0.537,0.906,0.0187,-1.167,0.0651,0.504,173.898,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3GG6X47vnwgtMxejiMjOFK,0.072,0.409,0.876,0.118,-4.612,0.0459,0.0707,86.929,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0OyM0Z2wdidouJdqQKT4e7,0.00152,0.588,0.896,0.00159,-1.779,0.0525,0.112,174.046,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4KaYnQBP5CUorQKKuKmRUO,0.0116,0.322,0.651,6.35e-06,-0.137,0.0333,0.168,86.351,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6eVu4lMmOK0JF3Fk07he44,0.0573,0.458,0.981,0.0386,-1.65,0.0517,0.142,173.882,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1Mze7crzF9BWo82DiAsmjj,0.456,0.584,0.993,0.688,1.634,0.0527,0.36,175.082,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0AQAdESuhbfV2ldTpO2MYF,0.0202,0.435,0.847,2.59e-05,-3.875,0.0579,0.598,172.064,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3Exs92d55QC8PESUE6GJbC,0.00411,0.802,0.951,0.203,-1.567,0.0537,0.817,175.042,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1Lqco93mJOui3cb9MWpT9m,0.00154,0.443,0.868,0.00173,-4.573,0.0369,0.0918,173.936,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
37tWPZAM7MJwB3l4bbuLG8,0.0365,0.713,0.897,0.593,-2.938,0.17,0.666,172.022,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4M2FLzG2Vtmc85ZHYdwoIv,4.72e-05,0.579,0.956,0.413,-4.057,0.0434,0.0391,174.027,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5wp6dhW0dCOO0TG4MGCIPT,0.00358,0.454,0.837,0.00702,-3.686,0.0302,0.208,174.023,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
68xHBNPekcpaxuEkSyeLny,0.014,0.446,0.775,0.708,-4.923,0.0327,0.0361,86.979,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5QmFlzvXFc75GuAVrXuVLI,0.000227,0.496,0.949,0.736,-2.841,0.061,0.07,174.026,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
40TkCcQx7xkWkfITzb4VRW,0.342,0.478,0.87,2.9e-06,-3.907,0.0397,0.412,164.92,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1MKUYM2oiCX4AtyuEocHBe,0.000753,0.492,0.983,0.00367,-3.134,0.102,0.804,175.006,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1Ojk0XlwKxvqByaHq6Uviz,0.207,0.514,0.962,0.00597,-1.633,0.0545,0.341,174.007,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6ukhs32GxwnQBLR1Wwkuc3,0.00498,0.422,0.776,0.438,-2.675,0.0611,0.138,171.93,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6yZyQ2sDmelY3C6KesOYYL,6.75e-05,0.548,0.92,0.877,-0.81,0.0647,0.358,173.993,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2kPj5BX4MeNjLVvmvIoteC,0.000188,0.55,0.932,0.781,-1.56,0.0555,0.217,174.009,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6Ajfg6IOfQRgemqaTt3w0b,0.00273,0.567,0.688,0.103,-3.524,0.0382,0.313,173.988,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5Lsr7AauyHMlMNjQzWb0uH,0.000966,0.492,0.867,0.0644,-4.423,0.0377,0.249,174.032,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1Dr2GWTBgcSm29Xz6TMDvW,0.135,0.7,0.858,0.000263,-2.927,0.379,0.349,84.443,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2ON6cCZbi7momz4JLx2jTN,0.118,0.486,0.986,0.684,0.92,0.062,0.241,173.983,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6hNphdzRIjNroU4fyFQGDS,0.00016,0.419,0.917,0.0394,-3.086,0.0436,0.0844,173.978,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5hyWRZRsddCDdZrq6Fv4nk,5.65e-05,0.4,0.979,0.879,-3.228,0.0822,0.202,173.92,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6RCj3fC9noAbICYFX6ieNY,0.314,0.496,0.976,0.00372,-3.358,0.0684,0.403,173.915,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5E5erLM9VXmi2kuW247jTb,0.00849,0.621,0.952,0.848,-4.957,0.0451,0.375,174.045,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5p3NCS0PiNSqXapxAcuQqi,0.00115,0.523,0.974,0.00845,-0.742,0.0998,0.282,175.122,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3tr2fCSawsSxD0EsNCJGH2,0.000709,0.423,0.872,0.79,-3.674,0.0516,0.151,86.168,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0bhRroouFZ25OrNUcnKTMS,0.00833,0.645,0.689,0.0905,-4.995,0.0863,0.0729,174.958,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3wdc5uaqzlG6BMINgk76io,0.000114,0.52,0.942,0.0391,-2.033,0.0816,0.0873,173.991,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2snSFuY3Kt6Wwrbw5YR31p,0.000166,0.477,0.786,0.00247,-5.374,0.0348,0.0997,171.943,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3wcaYt92DPhOlDr5P45VgL,0.000597,0.504,0.965,0.835,-1.918,0.0526,0.407,175.029,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0pTPFRllyljfjmAXRhmmNl,0.00377,0.611,0.888,0.273,-0.737,0.0303,0.0541,86.984,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
26s70LaOVraReh95siTRbK,0.0111,0.513,0.912,0.000526,-4.777,0.0693,0.156,170.012,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2AL1PKPDYyvHc4W4EUSDFt,0.000788,0.604,0.845,0.0215,-4.801,0.0355,0.35,87.532,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6YultDhgOUR5bd8DNxdWXD,0.00052,0.491,0.941,0.000597,-2.893,0.0469,0.202,174.943,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4l8pRrklNaqv7H1Tah1M5v,0.00122,0.496,0.913,0.0456,-4.525,0.042,0.284,172.994,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5LhrHqhTqu8cc7cTfKt5gS,0.0995,0.431,0.922,0.0118,-4.417,0.0504,0.0457,174.023,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6LW3Z1GqbL78TIjfDyg4zp,0.0228,0.516,0.915,0.000789,-2.498,0.0562,0.0398,174.032,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5IfSQQzGijWKd7dbkbqHuN,0.00269,0.503,0.888,0.0458,-4.522,0.0386,0.589,173.057,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3zC1y2tkfVDFMDEA7lT2Fg,0.00105,0.431,0.959,0.848,0.027,0.0609,0.37,174.037,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2cLs0DaDWkecfY0Py9lRb8,0.000857,0.46,0.857,0.427,-2.933,0.0365,0.0581,173.028,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1Kc8q53SKJxKlfhgpP8viw,0.107,0.16,0.881,0.000167,-0.751,0.0577,0.243,173.79,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0mqBXBoD2Ph1liAfzetIZH,0.00019,0.368,0.943,0.32,-3.707,0.0503,0.11,174.006,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5XGuUQlWenKLtvTeQY3dvE,0.0205,0.53,0.809,0.000165,-5.827,0.0387,0.0396,86.975,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4EsFXXYwZYh4GD37aff1Db,0.000466,0.506,0.929,0.693,-5.073,0.0438,0.155,172.015,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0DeJhfdDjLhtr8qdFqAncf,0.03,0.651,0.777,0.741,-4.004,0.114,0.0897,171.986,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2HqF0PjW90LwF0AUP4j3QO,0.00861,0.643,0.845,0.662,-3.588,0.217,0.29,172.188,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2rY8KKXTr9XOMn0IdpBBXm,0.0264,0.471,0.891,2.97e-06,-3.047,0.0632,0.309,174.012,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2XTVCQI1LwJOiwKGA14co2,0.00511,0.516,0.845,8.82e-05,-4.691,0.0427,0.0731,85.999,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1LPcVBiNDLB3TljELa22jI,5.68e-05,0.393,0.981,0.867,-3.0,0.171,0.0691,174.939,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2q7kfK2s7o9L6UXY857PDc,0.0135,0.623,0.909,0.00405,-3.847,0.0839,0.668,171.981,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2jtlU6H5C9WFB0x72f6YGo,0.0354,0.582,0.821,0.121,-4.304,0.0497,0.0373,86.013,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5mk5IUHKpdL0MBr6IY69hV,0.000295,0.403,0.939,0.00545,-1.673,0.21,0.0747,175.128,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6vON1FN7dSZ7Qg7I0LQmo3,0.00114,0.407,0.904,0.000354,-3.884,0.0374,0.517,173.919,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3DEOsCKFcseZtobrpOH2J7,0.000173,0.405,0.917,0.115,-3.03,0.0357,0.194,174.045,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5U8yCI4bgKk2qfGz2hJPU5,0.00393,0.595,0.847,0.635,-4.216,0.193,0.322,104.995,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3qlnJxqARqYZdbjdqTC5KL,0.000846,0.644,0.972,0.56,-0.756,0.209,0.206,173.943,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4yRf28RTE920rNFkx4upln,0.00137,0.387,0.851,0.804,-2.642,0.0377,0.0525,173.995,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4uuUmMthi2ccMIcZjm7JgG,0.000102,0.498,0.963,0.00782,-0.707,0.0659,0.165,175.003,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6bUlKNTAOA2EUg4CQ4PtJb,0.0127,0.591,0.753,0.145,-5.852,0.0529,0.196,172.012,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6KWmpXuoruc9l68pAEEYL6,0.00333,0.422,0.912,0.402,-4.098,0.0492,0.125,173.9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7hcQJDXEMJ1606e18ov4mh,0.00987,0.623,0.86,0.55,-3.136,0.0481,0.245,173.887,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3VmYgQHzoC8q2tWdXAC0T4,0.194,0.611,0.806,1.84e-05,-4.216,0.042,0.208,173.092,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
68IobwPw3ozbnp2tNjuh9j,0.00248,0.536,0.882,0.0046,-4.581,0.0374,0.0665,87.008,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2AM9WtRMloKC0k4dl4Uvg7,0.00242,0.488,0.876,3.45e-05,-3.191,0.186,0.0586,174.039,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
18iFN3VoOZzULEZGSBqHZL,0.00339,0.56,0.957,0.0244,-2.589,0.0499,0.558,174.036,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
43DeMuEuwfEZ6FRLbpHMVb,0.0012,0.543,0.906,0.0854,-2.83,0.128,0.0679,172.087,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2QwrfFDkPDemgkF9zoiBZY,0.00231,0.706,0.908,0.465,-1.138,0.102,0.141,172.021,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3e3vnMRzSUO9ZOxGquaeqC,0.00103,0.506,0.917,0.0419,0.107,0.395,0.536,172.11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1Zp7MCEhY0DhdkpSRCxRu9,0.00158,0.458,0.984,0.000172,-1.847,0.782,0.192,172.218,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4GTiaWj1zkQktmEBcdzc2x,0.000798,0.407,0.938,0.431,-1.618,0.0655,0.515,174.014,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1qniqndmNiwkUJpffgE6PA,0.000796,0.46,0.994,0.589,-1.289,0.0978,0.335,174.923,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4c2smAeDTcFZCLfs0rC1rC,0.00159,0.522,0.859,7.15e-05,-2.966,0.0608,0.438,174.943,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0KbZTlBZwKx3hZWvqkzXju,0.00345,0.494,0.834,0.754,-4.104,0.0361,0.158,174.026,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5W20Q0w9soiWuecUQBAQTJ,0.000318,0.618,0.959,0.00104,-0.68,0.428,0.306,175.97,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6K8vq2QV9ezdTQ9EdIH4WI,0.000975,0.519,0.893,0.000911,-2.823,0.0413,0.579,173.968,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
52UFPPFMnUzaWfiU8oYgpw,0.00594,0.621,0.853,0.000142,-3.669,0.0446,0.461,87.419,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1F6eHoMYtPe47ZgHkrbGfS,0.00148,0.565,0.984,0.901,-1.374,0.0844,0.263,174.026,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0G3BHEXZb9VseRSVD7kdKo,0.0209,0.428,0.952,0.0391,-1.046,0.287,0.148,171.824,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2jsmSLoX8y0h6k4YzDCFH1,0.000526,0.441,0.921,6.34e-06,-3.32,0.0436,0.182,175.001,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5gCUlqoZlbJHTp9PKLnLpm,0.000161,0.4,0.949,0.69,-2.128,0.0699,0.11,174.005,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2EmJvjdyy8ciXrzh1N7i9K,3.78e-05,0.482,0.98,0.875,-0.285,0.0538,0.164,175.026,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0pKl9R1UNfEiaFgJ6u4PPK,0.00718,0.752,0.698,0.849,-4.794,0.0678,0.281,86.998,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7DJkK9rY3HG96yGgRBv172,0.0038,0.479,0.934,0.705,-5.195,0.0516,0.266,173.97,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6kqjy4FPMdkMtRMqJJ8AxN,0.000735,0.434,0.901,0.0173,-3.594,0.0315,0.173,173.874,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3aE4H40sir4lVzMG7MxYBj,0.218,0.511,0.897,0.000142,-2.087,0.0324,0.369,86.994,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7CiZj5S4E5FVboR0yLVLzc,0.0258,0.425,0.894,1.56e-06,-4.991,0.0762,0.171,115.412,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0iLk17qRwCZYQVVKTTOfn5,0.000544,0.516,0.998,0.351,-0.474,0.123,0.536,174.031,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3oeBaOmuWeNPjCVpWPjUvg,0.0125,0.572,0.802,0.000101,-5.286,0.0412,0.555,174.03,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
08ehU9pK3XiSf3W0mGlPeB,0.00882,0.579,0.84,0,-4.227,0.0568,0.175,86.972,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4Y2glvLjQGOb4dXnwm1hQf,2.84e-05,0.42,0.969,0.00861,-3.139,0.0581,0.182,174.038,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
10D86YGR3We6CVamLdMKVN,0.0609,0.617,0.635,0.857,-7.063,0.0899,0.167,173.051,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2Ud3deeqLAG988pfW0Kwcl,0.148,0.701,0.788,0.625,-5.611,0.0425,0.795,142.584,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4wmSIyL4v3td5czmaaTyuR,0.114,0.552,0.81,0.839,-11.19,0.0377,0.411,123.983,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4vEmn8wgaNeGhwpc448IXD,0.000398,0.56,0.853,0.805,-6.325,0.0423,0.281,109.985,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2xKtysjQiMZ8sFQieJDEAL,0.0436,0.594,0.591,0.0839,-6.706,0.0378,0.4,124.983,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0eQ5e64iUNzx9lzyg7p4DM,0.00529,0.563,0.924,0.883,-3.909,0.0511,0.618,94.057,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3XhIcZ2fwAGYZNdFN3RIgD,0.0393,0.745,0.673,0.028,-8.669,0.0427,0.676,122.013,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
24PqR040n1lcb5xygrgTMz,0.0275,0.79,0.692,0.369,-4.704,0.0532,0.82,100.264,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2cmRpmO04TLaKPzmAzySYZ,0.00557,0.739,0.611,0.725,-9.829,0.0622,0.794,98.004,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4Hff1IjRbLGeLgFgxvHflk,0.0226,0.76,0.891,0.0868,-5.852,0.0372,0.966,120.265,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4eAWSRBAOL9YRdUeWJoLEX,0.000181,0.518,0.792,0.383,-13.335,0.0406,0.384,104.003,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
7qW7YXIBWbSvNNW66QsAo9,0.0395,0.852,0.626,0.00729,-8.768,0.0919,0.71,114.983,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0oeEqyEAavgPfFxDYvjAP6,0.0351,0.646,0.602,0.819,-11.316,0.0281,0.662,131.994,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5byg2b7vgPtv5tqbOBXEsL,0.00404,0.74,0.797,0.459,-9.755,0.0524,0.223,111.982,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4UXIUeistNzMseqDtgWA6d,0.0306,0.51,0.875,0.00157,-3.985,0.0425,0.592,176.012,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3FtYbEfBqAlGO46NUDQSAt,0.0714,0.763,0.807,0.28,-3.714,0.035,0.559,103.038,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2ePGP9MI8dTNjq5NkNBPdA,0.00419,0.657,0.659,0.347,-8.528,0.028,0.879,122.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3mQPkiyrAjHBRIfJzKbLsV,0.131,0.194,0.774,0.667,-6.308,0.195,0.0381,159.811,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6pjeEXLgPO0KWDm30ceoOB,0.299,0.498,0.719,0.962,-11.535,0.0365,0.562,100.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0Ct2XTT4UBt9Y196i0Ido2,0.0105,0.696,0.963,0.857,-6.625,0.0398,0.574,118.01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5JvfEtgmc0imjQGhnqXaLL,0.00489,0.655,0.827,0.791,-4.997,0.0261,0.415,98.1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
67G4dvNGQATgqzJAXUsfjK,0.00768,0.614,0.781,0.783,-8.467,0.0297,0.25,128.025,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
56Yhoa0TWv1sItVAN2MX2H,0.00256,0.681,0.936,0.241,-5.599,0.126,0.762,101.038,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2NWNUHgKs2y7FP35PFWX1t,0.00138,0.474,0.697,7.3e-05,-10.777,0.0539,0.62,169.887,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
7rooMZ5kM1VtrWvfGUPZps,0.0684,0.362,0.5,0.00177,-8.722,0.0308,0.11,85.982,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
7Egh7Lhuse77CeQy6I5IhO,0.00374,0.476,0.899,0.733,-6.055,0.0373,0.308,100.976,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6jRAiWrKhURIcFGPEeMnsD,0.836,0.684,0.542,0.812,-10.559,0.0382,0.441,96.88,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
7HDWE2Ib7cjkhzULV4K8y3,0.00848,0.601,0.756,0.0478,-6.48,0.0348,0.179,99.078,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
7zgTGTGJboLjGBw0wbJQz4,0.458,0.757,0.761,0.421,-6.271,0.0358,0.647,119.979,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1jJci4qxiYcOHhQR247rEU,0.00076,0.451,0.931,0.0049,-3.871,0.0719,0.172,122.961,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
15lhkYkOFDrNCzvfkhHJNB,0.00854,0.68,0.606,5.19e-06,-8.59,0.0408,0.413,128.001,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6K4t31amVTZDgR3sKmwUJJ,0.0115,0.64,0.74,0.00678,-4.083,0.0284,0.785,116.879,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2dngx6srtqsxvyh7oGV8FM,0.0763,0.612,0.939,0.119,-4.206,0.0412,0.543,125.981,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4VswyxPutcmt8Kk4Yhpvid,0.025,0.648,0.535,0.775,-10.483,0.0362,0.374,142.035,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1amSa5xo79zINsgrpNlNge,0.0895,0.721,0.676,0.336,-8.78,0.0321,0.621,127.997,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5ZrrXIYTvjXPKVQMjqaumR,0.109,0.718,0.703,0.822,-7.162,0.0382,0.858,87.975,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0c4IEciLCDdXEhhKxj4ThA,0.127,0.502,0.417,0.00419,-7.665,0.0718,0.218,180.301,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5YXr4AGfUQpLSxtFSsKUh6,0.000386,0.493,0.959,0.118,-3.613,0.0414,0.703,125.04,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1GbkLlNlETg1Ki5rKHerxV,0.23,0.639,0.591,0.765,-11.288,0.0345,0.323,120.032,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6GyFP1nfCDB8lbD2bG0Hq9,0.0182,0.507,0.729,1.4e-06,-5.399,0.0393,0.272,105.013,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1Q31xsW1vtLUc5cb8okvok,0.0401,0.648,0.749,0.00771,-8.286,0.0285,0.614,120.025,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
