song, acoustic, dance, energy, inst, loud, speech, valence, tempo, bassmusic, breakbeat, disco, downtempo, dnb, erock, jungle, hardcore, hardstyle, hauntology, hip hop fusion, trap, house, industrial, techno, trance, uk garage
0N4QGYBSaeRwmo4pxuEG0x,0.00507,0.498,0.936,2.84e-06,-4.479,0.0766,0.334,154.872,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6HRQ2TCrIFhZpIdI9DyhEh,0.00236,0.57,0.961,0.00014,-3.913,0.0871,0.452,150.056,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2sOsqYmkFRoxLaqbqGyjLG,0.00309,0.528,0.966,0.655,-4.527,0.08,0.297,150.077,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3pr7N1tEtoQbJUlediJWJ3,0.03,0.334,0.82,0.367,-5.167,0.0621,0.0635,149.761,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1UFkRFGEDkTafQF55tiQvY,0.00697,0.539,0.912,4.04e-05,-4.249,0.0965,0.243,150.02,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2fd3xKY5HZZKaS9Ynvynb1,0.0259,0.522,0.807,8.7e-06,-5.338,0.0455,0.11,149.985,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
7q2EWEolm4VaE1qAnl7c1W,0.000548,0.401,0.939,0.00153,-4.961,0.0914,0.132,150.278,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
36KGP1dk6Pq4Vaalswving,0.0251,0.338,0.889,0,-3.08,0.0515,0.131,155.003,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5DWoPJxISs9VMRCJBzujB6,0.033,0.535,0.877,0.000167,-2.181,0.0465,0.115,150.022,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5XeNoOXMfGmsAblFhskhrE,0.0431,0.535,0.929,0.602,-4.026,0.0582,0.144,112.422,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2ybm6gECxGAXmmsoNUtgLc,0.00904,0.518,0.846,1.18e-06,-3.717,0.0494,0.249,149.947,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
7wXOF3DAncP5x8j2Rm2o2U,0.0688,0.511,0.672,0.0047,-6.171,0.0571,0.253,150.029,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
228GIuoRODM4m1K2vcucvN,0.0568,0.271,0.816,0,-2.332,0.0441,0.139,150.053,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0dbttB5xr4M0Q1lQQXfAwI,0.0322,0.435,0.871,0.0234,-4.953,0.109,0.0372,159.743,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0VZTgcwJaA2LBspPvQ32hh,0.0179,0.453,0.918,0.00681,-4.025,0.132,0.0441,155.047,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0KoIrrbZr8rMXhFQK8T5Eg,0.0933,0.366,0.871,0.579,-6.243,0.0823,0.19,149.745,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4hUgcnHG88227kHDlQLkwi,0.0191,0.492,0.839,0,-4.613,0.076,0.254,154.918,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
40PNoHlTWzatS0dbhah6AW,0.00967,0.57,0.929,0,-4.207,0.193,0.373,75.019,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3fZIBSibgTdC4gaqoXmk8G,0.0393,0.413,0.801,0,-4.24,0.0748,0.194,75.467,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5RDViFyJMS0MBs5vfKk9d8,0.00386,0.352,0.917,0.0163,-6.48,0.0845,0.157,108.752,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
22bQ4WJUJeRRZIV1y571Vt,0.103,0.537,0.892,3.03e-05,-3.613,0.0361,0.525,150.092,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
70Cg5AszRYlpjfGR65knT7,0.0509,0.368,0.842,8.63e-05,-3.998,0.0707,0.0874,75.616,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3DoOHv1HM9Arrw5PofaF2S,0.0014,0.351,0.962,3.76e-05,-2.877,0.481,0.186,75.398,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3QFVJxsqDK6ThOX5CLSBOM,0.00758,0.414,0.91,0.000791,-5.117,0.146,0.138,149.743,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
24Yh9vNFl3CXhdiRVRNZ7E,0.000585,0.321,0.953,6.77e-05,-5.657,0.463,0.14,147.776,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4i0rWKxr5kgvamLGyuCPb9,0.00193,0.43,0.942,0,-0.795,0.0349,0.394,154.934,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0zR9PEs0Udoc2f81t8DRJx,0.218,0.536,0.872,0,-4.622,0.063,0.413,149.921,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1t43yOydn1O4uOusALEUFl,0.00201,0.594,0.958,0.474,-3.33,0.0505,0.346,150.019,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2YiKZMuXhvWzLsXQVaXqB2,0.2,0.499,0.811,0,-4.72,0.0316,0.397,150.085,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4OoCOOeNECyO01S8L89Flv,0.00448,0.545,0.865,0,-4.894,0.0502,0.237,155.048,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6YwBd9LIpIb12swAydBS7n,0.0201,0.41,0.876,2.32e-05,-4.528,0.315,0.0871,155.144,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1gWAtvmMbhH6WPLes1swNh,0.0184,0.614,0.864,0.00016,-2.242,0.0572,0.392,149.985,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6eyuU00bw19YhHGhvbLKcr,0.0321,0.577,0.978,0,-1.561,0.416,0.365,155.234,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
24ZS9YHNQp1CG9sHj8HUoi,0.0247,0.32,0.892,0.00821,-5.415,0.0551,0.178,149.868,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0i4TjNgCqT5uErNqNO8B5e,0.0368,0.418,0.706,3.97e-06,-4.956,0.035,0.226,149.867,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6Hd0c6zBKqg1xNEjY2QYyM,0.107,0.48,0.756,0,-4.559,0.0454,0.648,155.006,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4tV6ku4jEYw9L5gZuNpCbP,0.0102,0.532,0.878,0.201,-3.933,0.215,0.385,169.962,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0t6PBGHAtwfJHyHhB6A3EQ,0.014,0.452,0.947,0.024,-0.913,0.19,0.193,149.818,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0GAIAbeS07Run8u9BOtT3P,0.0482,0.399,0.87,0,-2.517,0.0376,0.204,150.021,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5GsJhXlbmAr6rSkAd9j2W9,0.0743,0.511,0.925,0.0117,-5.355,0.379,0.22,147.08,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
7y6r9UBkaWSproYktbdPkz,0.00741,0.535,0.852,0,-4.881,0.0366,0.295,150.01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3cL8EVouwRoKs9JYYcZePy,0.00667,0.377,0.764,0,-5.312,0.0364,0.128,149.827,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
01xdiGuSuIf5qZulm1uqkY,0.0191,0.459,0.941,0,-2.053,0.0777,0.399,155.023,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0RoQmGvoaqrE8pkfB5bQtq,0.00146,0.466,0.994,0.000122,-2.112,0.123,0.0578,160.019,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0toVxnrTHTMb0RbILsF4a0,0.0574,0.517,0.962,7.39e-05,-3.404,0.0796,0.269,150.105,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6coQYeFGsosbb6onPEHF2O,0.0106,0.541,0.988,0.0241,-1.84,0.211,0.412,150.018,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0gakxtyAQxCAQ9h7PiUpKu,0.0122,0.538,0.861,0.0028,-4.638,0.0446,0.0558,155.01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5VGRWK6AgM3BifNn5WPsXs,0.0372,0.451,0.887,0,-4.567,0.0395,0.414,150.019,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6RbtosFO5C2pMbPaFeMf9b,0.0148,0.337,0.925,0.00699,-4.691,0.14,0.0399,150.002,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5FvdZ8gbPKr6qfen05303Q,0.00296,0.544,0.975,0,-2.965,0.0799,0.318,149.913,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
09BxJMIz6CkunwqTPgpEWV,0.07,0.394,0.865,7.61e-05,-2.528,0.0399,0.167,150.061,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
31zOoImZZMK5rlmiO4NiYL,0.0159,0.544,0.953,0,-0.938,0.108,0.211,155.036,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
21eGoV8gNSgKWuYE6HCqXO,0.0186,0.511,0.916,0,-4.559,0.0504,0.451,150.033,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0YVx5YZIgfYHzlq19hqDeE,0.0951,0.485,0.772,2e-06,-2.966,0.0293,0.203,150.111,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0Wfa2mEsDhT990Fe0m8Jn5,0.0287,0.483,0.884,4.48e-05,-4.331,0.172,0.352,155.137,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0yTzy8hWBrN0rLlM7oUF7L,0.000652,0.697,0.966,0.0672,-3.396,0.119,0.353,130.016,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
65J9Ruvl07VyCn29etCz5k,0.00562,0.427,0.988,0,-0.898,0.354,0.121,154.896,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0yPFuWtbg4rQfz7aJJe4jF,0.112,0.474,0.983,0.000423,-3.918,0.0795,0.256,141.975,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1LKMAo8PoMCoq3ZRm1RlaU,0.0818,0.387,0.925,4.37e-06,-2.379,0.0744,0.139,150.008,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0FVUfX7nw1bNQGBLTpTwX5,0.00183,0.572,0.988,0.0248,-2.939,0.166,0.253,155.019,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1qnljcdGqfl8YV9S0cETgm,0.0564,0.594,0.931,0,-2.261,0.136,0.505,149.98,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5IClDKOZQrcK4eVbG7Myst,0.0201,0.432,0.863,9.42e-05,-2.476,0.0576,0.15,155.011,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5N11GYEJv8bVDbo2pM13VJ,0.0153,0.561,0.973,1.1e-06,-5.103,0.327,0.226,154.969,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5Un12b5Mr4fi0dqa3xiLxf,0.00584,0.455,0.867,0.000627,-5.484,0.0642,0.269,163.933,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3UzPphFplwF1AS1tjyrbtp,0.0381,0.526,0.959,0,-4.507,0.0793,0.256,150.011,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0lb7jsjOwUPEtb6uaGDfLN,0.00678,0.543,0.905,0.0211,-4.64,0.282,0.202,150.052,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1bW1Y5WzeOiKXsJQGCYlVr,0.0393,0.598,0.811,0.0243,-2.974,0.174,0.289,139.939,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6qRZNvECX7DllIpLdlbUk6,0.0529,0.484,0.845,0,-4.192,0.0568,0.371,149.744,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5kgUXOfNfYXHJ21bQuQyAh,0.132,0.56,0.78,0,-3.842,0.0453,0.183,150.054,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
519wD9zbe3OZI6LYKq1zXS,0.00333,0.508,0.967,0.0673,-3.529,0.0896,0.452,160.025,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6efJHGtedmCUfwB3PUbaRs,0.00194,0.534,0.552,0.953,-11.469,0.0291,0.0725,116.024,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
5MUjW4dKNA5EHnFZ0vQDxH,0.00601,0.627,0.679,0.867,-12.097,0.0442,0.452,120.035,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1SciwnxrXz7WNUfcqH6lqF,0.65,0.535,0.829,0.938,-9.188,0.0332,0.377,93.941,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
10XqHuEZdzhpW0zuzDja4M,0.0403,0.629,0.811,0.931,-9.686,0.0529,0.0371,179.968,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3FrhNWIcRxrPFFcqFernIp,0.982,0.515,0.428,0.894,-21.131,0.111,0.0795,163.384,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4Rjz6GjnEtG9upOBj6vGKK,0.994,0.278,0.0333,0.981,-28.188,0.0341,0.0477,72.045,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2tMI3Bi5jqqjt2zYC63eSt,0.995,0.315,0.0589,0.794,-23.115,0.0627,0.0579,100.968,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2y5fGTCA30VoH783YvhUWy,0.982,0.187,0.279,0.905,-26.968,0.0442,0.0282,109.558,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
05d3d97A54UUffKia3WKpJ,0.926,0.249,0.406,0.567,-10.67,0.0328,0.041,79.606,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
68gzf3AleOyt4NlKwpV0MY,0.211,0.437,0.129,0.872,-17.954,0.0381,0.0671,119.985,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4Ug4rbQ666U9pputB0E3kV,0.636,0.312,0.262,0.906,-14.232,0.0386,0.215,119.11,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
73mbs56c0QxBUrzHUBkDPg,0.95,0.157,0.0407,0.876,-19.778,0.0442,0.0269,133.222,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
6pXPxr0ZgW6mp3Oz2K5bZG,0.0916,0.124,0.465,0.846,-7.011,0.0383,0.131,96.8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
6JR1XlStv1gnRLT7sNek4q,0.993,0.226,0.4,0.935,-15.666,0.0337,0.0623,86.42,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
5NDgIlcWR69yxix0SsI9jO,0.927,0.555,0.266,0.921,-14.853,0.0323,0.4,120.018,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
15QDc2N1Uo2FM8oYV6IA1J,0.502,0.45,0.479,0.00115,-14.64,0.036,0.13,143.935,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4iaRi2pR8OUgJ2sXndxDQy,0.522,0.247,0.69,0.913,-10.565,0.0372,0.0711,99.049,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4huXXKJvjyEpsAYd2IrhfY,0.809,0.188,0.401,0.982,-20.363,0.157,0.0382,80.321,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0fcg1PjDAWyi7Ro24XC34E,0.129,0.417,0.392,0.00105,-10.558,0.0306,0.0568,137.095,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2UZXQrEi0A8ySbDuyeuMt3,0.983,0.153,0.0391,0.928,-32.652,0.0362,0.0737,69.906,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0TaGZcPrNl0ewkCgdjF7wt,0.978,0.32,0.486,0.892,-13.43,0.0384,0.237,107.232,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
6RuZpxDrZ5xGMRQB0Eodp4,0.963,0.206,0.223,0.366,-14.38,0.0355,0.465,158.861,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
02Zatp9qpcjzaO6JdjWLRK,0.922,0.201,0.249,0.0986,-13.85,0.0359,0.039,133.168,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
39yNHxks286iIcWLmQCg2m,0.948,0.28,0.219,0.466,-17.559,0.0361,0.303,138.048,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2GSXCJIdyPZJoRynXpwkvn,0.0511,0.416,0.497,0.955,-16.261,0.0337,0.202,100.098,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4e09seMli7tAi2UcXy5lkm,0.165,0.45,0.722,0.947,-11.548,0.0336,0.0719,106.009,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2B32tq6y3LxOnV9OkCZLOe,0.894,0.662,0.383,0.0221,-11.163,0.0365,0.132,108.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
26Z4ZAQqjy2B3d1WrTVbiL,0.144,0.624,0.8,0.0809,-8.765,0.0294,0.633,101.991,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
6gaWoxdfAfB2yQKKBQeQ59,0.891,0.488,0.208,0.00286,-17.065,0.193,0.586,144.447,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
6QFj2DMznntolgajylaJeT,0.992,0.292,0.0179,0.939,-25.189,0.0338,0.108,111.995,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
6tgMa0rm14MzbecMAM5KTu,0.984,0.288,0.401,0.889,-17.284,0.13,0.314,120.58,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7eAewwhDIvqRKaIuRp71Sv,0.599,0.347,0.591,0.844,-20.368,0.134,0.0399,83.065,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
20izJg7Kft3HmOtmalKBl2,0.809,0.601,0.45,0.986,-16.044,0.0301,0.508,95.986,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0e9Zk8SwtlzNJ27ch4HIsY,0.684,0.454,0.411,0.657,-11.106,0.0488,0.588,113.336,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3VmlPlA5tBctq0WNwj2ZwW,0.00485,0.222,0.354,0.212,-9.459,0.0324,0.171,95.931,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1Yddi8T49f9KwEMn7RnZSN,0.00677,0.616,0.427,0.00272,-9.055,0.0302,0.325,149.063,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
6DPtZ1yxZPmWGfoBoq4q9E,0.991,0.159,0.318,0.168,-13.771,0.039,0.0354,71.346,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4v77WY5h1thcrRNZ96iI0m,0.794,0.195,0.498,0.958,-18.167,0.0382,0.391,175.97,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3Q6uOdluKWobVlA5590G5i,0.925,0.556,0.175,0.962,-19.256,0.034,0.468,121.719,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0E5Qd7mge1e9gfkCKfGOUR,0.178,0.593,0.45,0.874,-11.414,0.0355,0.137,154.011,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1LDfg9CitWWu8zKsUUvXXM,0.0724,0.583,0.955,0.909,-11.145,0.0477,0.544,119.929,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1QUNKDYuz1vxpRAHitxj9i,0.916,0.263,0.68,0.773,-17.578,0.335,0.0501,101.716,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0LUDrOsKwecbJO5W0oUOCQ,0.719,0.144,0.289,0.901,-14.403,0.0375,0.032,210.395,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
782LcmOkkNn1dm083on9wF,0.941,0.354,0.123,0.9,-24.098,0.0304,0.278,180.094,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
5JJSEkQUbrh9lkKnh0jq5s,0.861,0.232,0.236,0.912,-14.231,0.0325,0.108,77.121,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4qkrxmPzmepaAzbxhaA6Oi,0.966,0.14,0.185,0.856,-17.423,0.0406,0.05,70.82,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
6tgs5jLx331P1rjGeSLoZV,0.283,0.444,0.304,0.747,-13.491,0.045,0.251,117.927,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
59Bgzhll0tIQECwB1A4phI,0.827,0.383,0.144,0.938,-17.337,0.0326,0.128,87.135,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3SfDfknpokP9xM4q3QKeqU,0.463,0.3,0.573,0.188,-13.537,0.0679,0.608,98.221,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
5a7TKRBOr7g5W4Up8LwaFe,0.155,0.624,0.537,0.382,-11.985,0.0729,0.865,156.264,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
5hIzUNQb56g3ONQYnubdlL,0.918,0.636,0.713,0.717,-12.675,0.0597,0.631,101.014,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
6T7J2QXmnIr0XjpZiFPmwj,0.257,0.764,0.142,0.000286,-17.868,0.123,0.144,149.073,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0dUmodeLcQowf3YZAdOoTW,0.185,0.539,0.849,0.905,-7.963,0.0911,0.46,120.092,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4qM00ki1r0Y94lqUkuedia,0.716,0.268,0.58,0.000475,-10.878,0.0438,0.539,132.882,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
6jgYNnuCEervXCk3I3rUi1,0.86,0.358,0.264,0.00123,-10.387,0.0303,0.197,107.789,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
6AHp595UrB4D6oORflyENV,0.954,0.442,0.651,0.426,-8.755,0.0439,0.463,160.577,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
6JwqoBUyhDrkrhDcPxohUM,0.323,0.576,0.371,0.85,-13.619,0.035,0.272,125.939,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1EDWlisAe1lpsY6Rr7ubME,0.643,0.361,0.215,0.89,-16.093,0.0313,0.206,132.836,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0LSbgchl83JPC51nuThvrO,0.415,0.507,0.455,0.323,-14.67,0.0341,0.253,139.063,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2OM8TfeXCJHtpBEDHl2hFE,0.781,0.521,0.387,0.864,-13.077,0.0398,0.0353,116.027,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
50j7VH9VeTa2CZCWXJzipo,0.944,0.154,0.438,0.898,-16.013,0.089,0.0329,69.388,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
62JdNf3y19hm3sQSiiI5S3,0.824,0.568,0.282,0.944,-15.328,0.0448,0.0387,94.987,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7CIrECWYdCzXoITbDL2Tn3,0.971,0.292,0.667,0.5,-10.759,0.039,0.612,92.31,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
5030Qst65fN6zh2Q6OWU2V,0.007,0.451,0.447,0.924,-12.059,0.0313,0.0594,124.107,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4RZqAPcXS3eTasFttfgi1J,0.56,0.418,0.51,0.0751,-10.14,0.0403,0.791,136.46,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
6UvnVbZrhTOYdNCvh7VbsW,0.873,0.155,0.105,0.97,-23.031,0.0351,0.0463,76.109,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0lle1Oh7IBpWWvChKZRlEW,0.449,0.682,0.596,0.873,-6.513,0.0309,0.458,117.895,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3U9CTNsTK9tILwGcJkUxJG,0.973,0.377,0.611,0.662,-15.943,0.131,0.0396,132.337,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
15dIlwTJFRujbZmCy9hJwK,0.95,0.358,0.622,0.686,-11.769,0.0569,0.155,102.981,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0xq0GbMjRnrKfTV9fw02fR,0.886,0.649,0.547,0.939,-11.251,0.0979,0.836,175.326,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3g7cZxCC45GPg0Zq43sBDl,0.159,0.264,0.64,0.689,-7.957,0.043,0.0888,163.104,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4AAmFIGUbQ4xnht6tyCOVk,0.375,0.591,0.422,0.923,-16.877,0.0483,0.0394,99.994,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1OoU6dyZX6XWCpQTymP6He,0.00173,0.565,0.693,0.938,-13.81,0.0414,0.124,110.028,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4d540jkn2L6GkAdJxj4xz1,0.000162,0.254,0.981,0.787,-4.505,0.0809,0.346,137.148,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
6mY227eGkuUZ8KCp3YfAEE,0.981,0.431,0.178,0.917,-18.503,0.0314,0.139,160.049,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
5nSscR8xmxjTKLRgPXAw99,0.867,0.59,0.579,0.469,-9.954,0.0488,0.28,141.116,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7phasdQ9ODIIJlCfE1z3fY,0.824,0.538,0.289,0.848,-18.456,0.0463,0.427,117.029,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
6RDVwKLpBBEksWdp9jwBlD,0.965,0.368,0.143,0.946,-22.593,0.0317,0.24,110.906,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
5RpoUzFpBM0EMSet3Mzldw,0.834,0.691,0.357,0.916,-12.579,0.036,0.881,124.753,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3h5ItXLVH0xOmly8g9bj75,0.952,0.344,0.219,0.87,-22.812,0.0535,0.0571,125.826,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4Bl2Z2vukTroAm242DDtov,0.97,0.51,0.246,0.836,-18.666,0.0732,0.438,75.479,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2GxRNTJIzqhzMwb5NTOoOR,0.966,0.318,0.525,0.942,-16.304,0.0574,0.0633,118.168,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
5QsVuOfSlSr2n7KdpPcaoA,0.943,0.24,0.339,0.932,-18.228,0.0405,0.107,127.862,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
